timestamp,class_name,confidence,latitude,longitude
22-12-2025 13:48:56,pothole_water,0.351,10.527641,76.214443
22-12-2025 13:49:01,pothole_water,0.359,10.527641,76.214443
22-12-2025 13:49:09,pothole,0.337,10.527641,76.214443
